geometry,lat,lon,name,facility_type,category,priority,addr:street,addr:city,addr:postcode,phone,website,opening_hours,operator,capacity,building
POINT (112.70659052222598 -7.257587009051357),-7.257587009051357,112.70659052222598,Klinik Pratama Dinayla Utama,clinic,healthcare,1,,,,,,,,,clinic
POINT (112.79814274170242 -7.279750474817748),-7.279750474817748,112.79814274170242,Pos Security 1 BTH,government,government,3,,,,+31 5953195 ext 1005,,24/7,,,yes
POINT (112.80080359999998 -7.2799017500000005),-7.2799017500000005,112.80080359999998,Pos Security 2 BRIN,government,government,3,,,,+3105953195 ext 1008,,24/7,,,yes
POINT (112.73141558843253 -7.250892866988756),-7.250892866988756,112.73141558843253,SMK Negeri 7 Surabaya,school,education,2,,,,,,,,,
POINT (112.73192004006737 -7.2547375205279305),-7.2547375205279305,112.73192004006737,TK RW I Pancasila,kindergarten,education,2,,,,,,,,,kindergarten
POINT (112.69877559445929 -7.282432314253422),-7.282432314253422,112.69877559445929,Masjid Baitul Ghoffaar,place_of_worship,community,4,,,,,,,,,mosque
POINT (112.69532690000001 -7.285772050000002),-7.285772050000002,112.69532690000001,Merlion School,school,education,2,,,,,,,,,school
POINT (112.69941361368448 -7.277686260722315),-7.277686260722315,112.69941361368448,SD Negeri Kwijenan II,school,education,2,,,,,,,,,school
POINT (112.69888491762025 -7.284165270626456),-7.284165270626456,112.69888491762025,Pasar Tradisional Darmo Permai,marketplace,community,4,,,,,,,,,marketplace
POINT (112.72852223576925 -7.2476214190030595),-7.2476214190030595,112.72852223576925,Balai RW I Gundih,government,government,3,,,,,,,,,community_group_office
POINT (112.72654152339653 -7.249491025926876),-7.249491025926876,112.72654152339653,KB & TK Muslimat Nurul Janah,kindergarten,education,2,,,,,,,,,kindergarten
POINT (112.70590980679248 -7.260180648027289),-7.260180648027289,112.70590980679248,Masjid Hikmatush Shobirin,place_of_worship,community,4,,,,,,,,,mosque
POINT (112.69101330385007 -7.263104679368692),-7.263104679368692,112.69101330385007,Vihara Chi Kung Dang,place_of_worship,community,4,,,,,,,,,temple
POINT (112.72256522434266 -7.233432030791633),-7.233432030791633,112.72256522434266,Kawasan Dinas Pertamanan,government,government,3,,,,,,,,,
POINT (112.72424199999999 -7.2348291499999995),-7.2348291499999995,112.72424199999999,Balai Mufakat RT 1,government,government,3,,,,,,,,,yes
POINT (112.71166510000002 -7.234870699999999),-7.234870699999999,112.71166510000002,KB-TK Berlian,kindergarten,education,2,,,,,,,,,kindergarten
POINT (112.7115792282196 -7.239100463443091),-7.239100463443091,112.7115792282196,MTS Tanbihul Ghogilin,school,education,2,,,,,,,,,school
POINT (112.71171610233067 -7.239076069955377),-7.239076069955377,112.71171610233067,Madrasah Tanbihul Ghofilin,school,education,2,,,,,,,,,school
POINT (112.71463155000001 -7.240414200000001),-7.240414200000001,112.71463155000001,Masjid Am Ikhlas,place_of_worship,community,4,,,,,,,,,mosque
POINT (112.71024155000002 -7.230268799999999),-7.230268799999999,112.71024155000002,Polsek Krembangan,police,emergency,1,,,,,,,,,police
POINT (112.71243985867288 -7.234791445599351),-7.234791445599351,112.71243985867288,Puskesmas Moro Krembangab,clinic,healthcare,1,,,,,,,,,clinic
POINT (112.70813055 -7.2293134000000006),-7.2293134000000006,112.70813055,SD Tunas Bahari,school,education,2,,,,,,,,,school
POINT (112.71120400348104 -7.239185270210014),-7.239185270210014,112.71120400348104,TK Tanbihul Ghofilin,kindergarten,education,2,,,,,,,,,kindergarten
POINT (112.70803650000002 -7.229387300000002),-7.229387300000002,112.70803650000002,TK Tunas Bahari,kindergarten,education,2,,,,,,,,,kindergarten
POINT (112.71744232255061 -7.2581462035251265),-7.2581462035251265,112.71744232255061,"Klinik Pratama ""BDS PACUAN KUDA""",clinic,healthcare,1,,,,,,,,,clinic
POINT (112.7226444212723 -7.331093870809324),-7.331093870809324,112.7226444212723,SD Al-Hikmah Surabaya,school,education,2,,,,,,,,,school
POINT (112.72295897396286 -7.330197580976407),-7.330197580976407,112.72295897396286,Gereja Bethel Tabernakel Bethlehem,place_of_worship,community,4,,,,,,,,,church
POINT (112.72880911517575 -7.334869930605209),-7.334869930605209,112.72880911517575,Kantor Kelurahan Gayungan,government,government,3,,,,,,,,,village_office
POINT (112.72874852056079 -7.335232802867656),-7.335232802867656,112.72874852056079,SLB Siswa Budhi,school,education,2,,,,,,,,,school
POINT (112.72468607240941 -7.329659612878712),-7.329659612878712,112.72468607240941,Kementerian PUPR Balai Pendidikan Dan Pelatihan Wilayah VI,government,government,3,"Jl. Gayung Kebonsari Raya No.50, Gayungan",Surabaya,60235,(031) 8292336,https://pu.go.id/,Mo-Th 08:00-16:30; Fr 08:00-17:00,,,government_office
POINT (112.7115706801777 -7.230781695801347),-7.230781695801347,112.7115706801777,Balai Pengobaran Sawung,clinic,healthcare,1,,,,,,,,,clinic
POINT (112.71150585 -7.2311236),-7.2311236,112.71150585,MTS Islam Kartika,school,education,2,,,,,,,,,school
POINT (112.71493679956937 -7.231745625453114),-7.231745625453114,112.71493679956937,Masjid Nurul Ulum,place_of_worship,community,4,,,,,,,,,mosque
POINT (112.7136315676736 -7.237888947308296),-7.237888947308296,112.7136315676736,SD Muhammadiyah,school,education,2,,,,,,,,,school
POINT (112.71183880000001 -7.229504299999999),-7.229504299999999,112.71183880000001,TK Alfurqon,kindergarten,education,2,,,,,,,,,kindergarten
POINT (112.67254692058302 -7.2646243465426),-7.2646243465426,112.67254692058302,Balai RW V Kelurahan Lontar,government,government,3,,,,,,,,,community_group_office
POINT (112.66863721240645 -7.26460550571031),-7.26460550571031,112.66863721240645,Balai RW VIII Kelurahan Lontar,government,government,3,,,,,,,,,community_group_office
POINT (112.676477656309 -7.262735191067631),-7.262735191067631,112.676477656309,Dinas Sosial UPT Rehabilitasi Sosial ANKN Prov. Jatim,government,government,3,,,,,,,,,government_office
POINT (112.6692017754697 -7.264206423160236),-7.264206423160236,112.6692017754697,Gereja Santo Stefanus,place_of_worship,community,4,,,,,,,,,church
POINT (112.6673342311624 -7.264190000087089),-7.264190000087089,112.6673342311624,Masjid Besar Baitul Fattah,place_of_worship,community,4,,,,,,,,,mosque
POINT (112.66882355 -7.2648326),-7.2648326,112.66882355,PG TK Wardah,kindergarten,education,2,,,,,,,,,kindergarten
POINT (112.66757404532399 -7.264273155298166),-7.264273155298166,112.66757404532399,SD SMP SMA Masjid Besar Baitul Fattah,school,education,2,,,,,,,,,school
POINT (112.6693622506908 -7.264365696980246),-7.264365696980246,112.6693622506908,SMK Sari Praja - SMA Trikarya,school,education,2,,,,,,,,,school
POINT (112.73669617587026 -7.244218743040022),-7.244218743040022,112.73669617587026,SD Negeri Krembangan Selatan III,school,education,2,,,,,,,,,
POINT (112.7200439900385 -7.243210575466004),-7.243210575466004,112.7200439900385,Kantor Kelurahan Dupak,government,government,3,,,,,,,,,village_office
POINT (112.6578665378504 -7.325864048553175),-7.325864048553175,112.6578665378504,SD Negeri Bangkingan 2,school,education,2,,,,,,,,,
POINT (112.64862022652053 -7.3189532392121865),-7.3189532392121865,112.64862022652053,GPIB Cahaya Anugrah,place_of_worship,community,4,,,,,,,,,church
POINT (112.64895402262064 -7.316372860463663),-7.316372860463663,112.64895402262064,Gedung Manggala Warga,community_centre,community,4,,,,,,,,,community_centre
POINT (112.65277689999998 -7.318673049999999),-7.318673049999999,112.65277689999998,Masjid Khoiru Ummah,place_of_worship,community,4,,,,,,,,,mosque
POINT (112.65722360046723 -7.323654632271555),-7.323654632271555,112.65722360046723,SMK Wahana Karya Surabaya,school,education,2,,,,,,,,,school
POINT (112.65624410000001 -7.3243157),-7.3243157,112.65624410000001,TK Bina Anaprasa Bangkingan,kindergarten,education,2,,,,,,,,,kindergarten
POINT (112.65943479999997 -7.323459850000001),-7.323459850000001,112.65943479999997,Yayasan Pendidikan Nurul Huda (RA MI SMP),school,education,2,,,,,,,,,school
POINT (112.65044362145575 -7.3175359199567485),-7.3175359199567485,112.65044362145575,Balai RW 4,government,government,3,,,,,,,,,community_group_office
POINT (112.67181579892971 -7.306457718219122),-7.306457718219122,112.67181579892971,KB-RA Baitul Muttaqin,kindergarten,education,2,,,,,,,,,kindergarten
POINT (112.6661655629047 -7.307415545182001),-7.307415545182001,112.6661655629047,MI KH Abu Mansur,school,education,2,,,,,,,,,school
POINT (112.66564450298415 -7.304978850775466),-7.304978850775466,112.66564450298415,Masjid Al Kubro,place_of_worship,community,4,,,,,,,,,mosque
POINT (112.66454054999997 -7.312503850000001),-7.312503850000001,112.66454054999997,Surabaya Grammar School (SGS Campus II),school,education,2,,,,,,,,,school
POINT (112.66650865457913 -7.312828018869326),-7.312828018869326,112.66650865457913,Surabaya Grammar School (SGS Campus I),kindergarten,education,2,,,,,,,,,kindergarten
POINT (112.6638598 -7.305847099999999),-7.305847099999999,112.6638598,TK dan Play Group Bina Tunas Bangsa,kindergarten,education,2,,,,,,,,,kindergarten
POINT (112.66397844620201 -7.282217658147),-7.282217658147,112.66397844620201,TK SD SMP Cikal,school,education,2,,,,,,,,,
POINT (112.6633991856981 -7.2728057311234595),-7.2728057311234595,112.6633991856981,Balai RW VI Kuwukan Lontar,government,government,3,,,,,,,,,
POINT (112.65922194378898 -7.280438882671782),-7.280438882671782,112.65922194378898,SMA Margie,school,education,2,Jalan Kuwukan,,,,https://www.margieschool.com/,,,,
POINT (112.67063987131453 -7.267930056720718),-7.267930056720718,112.67063987131453,Balai RW VII Kelurahan Lontar,government,government,3,,,,,,,,,community_group_office
POINT (112.66464629785723 -7.271958417459183),-7.271958417459183,112.66464629785723,GPIB Bukit Kasih,place_of_worship,community,4,,,,,,,,,church
POINT (112.67263124999998 -7.269393599999999),-7.269393599999999,112.67263124999998,Gereja HKBP Tandes,place_of_worship,community,4,Jl. Gadelsari Praja,Surabaya,60216,,,,,,church
POINT (112.66476 -7.2721692),-7.2721692,112.66476,KB TK Bukit Kasih Surabaya,kindergarten,education,2,,,,,,,,,kindergarten
POINT (112.67019970000003 -7.270096850000001),-7.270096850000001,112.67019970000003,Masjid Al Qodar,place_of_worship,community,4,,,,,,,,,mosque
POINT (112.66948905000002 -7.2686774),-7.2686774,112.66948905000002,Masjid Baitur Rahim,place_of_worship,community,4,,,,,,,,,mosque
POINT (112.66105524999999 -7.2744269),-7.2744269,112.66105524999999,Masjid Baiturrochman,place_of_worship,community,4,,,,,,,,,mosque
POINT (112.67330930000001 -7.268443749999999),-7.268443749999999,112.67330930000001,PG-TK Al Kalam,kindergarten,education,2,,,,,,,,,kindergarten
POINT (112.66894230000003 -7.268651800000001),-7.268651800000001,112.66894230000003,Pasar Dorowati,marketplace,community,4,,,,,,,,,marketplace
POINT (112.66251397493026 -7.274142879257351),-7.274142879257351,112.66251397493026,SD Negeri Lontar 481,school,education,2,,,,,,,,,
POINT (112.67084860412982 -7.269465199992679),-7.269465199992679,112.67084860412982,SD SMP SMA Islam Al Mizan,school,education,2,,,,,,,,,
POINT (112.66550899999999 -7.2723371000000006),-7.2723371000000006,112.66550899999999,SMP SMU SMK Garuda Wira Maritim,school,education,2,,,,,,,,,school
POINT (112.71719935449063 -7.239925575283137),-7.239925575283137,112.71719935449063,TK muslimat,kindergarten,education,2,,,,,,,,,kindergarten
POINT (112.7172548258106 -7.239973284494959),-7.239973284494959,112.7172548258106,MI Sabilul Muttaqin,school,education,2,,,,,,,,,school
POINT (112.71808217621592 -7.253393342754433),-7.253393342754433,112.71808217621592,Masjid At Taqwa Wal Istiqomah,place_of_worship,community,4,,,,,,,,,mosque
POINT (112.66713601478929 -7.313564330680712),-7.313564330680712,112.66713601478929,Masjid Al-Mukhlisin,place_of_worship,community,4,,,,,,,,,mosque
POINT (112.67195329627249 -7.325186041975208),-7.325186041975208,112.67195329627249,SD Negeri Sumur Welut 3,school,education,2,,,,,,,,,
POINT (112.66750744976076 -7.324631507482759),-7.324631507482759,112.66750744976076,SD Negeri Sumur Welut 1 No.438,school,education,2,,,,,,,,,
POINT (112.67175545055854 -7.32540686225272),-7.32540686225272,112.67175545055854,Kantor Kelurahan Sumur Welut,government,government,3,,,,,,,,,
POINT (112.67216672067984 -7.331164407308207),-7.331164407308207,112.67216672067984,Masjid Baitul Mu'min,place_of_worship,community,4,,,,,,,,,mosque
POINT (112.67084477242432 -7.325627608582449),-7.325627608582449,112.67084477242432,Masjid Miftakhul Jannah,place_of_worship,community,4,,,,,,,,,mosque
POINT (112.67407390000001 -7.326394099999999),-7.326394099999999,112.67407390000001,Posyandu Melati 2 RW 2 Sumur Welut,clinic,healthcare,1,,,,,,,,,clinic
POINT (112.67757640000002 -7.327844850000001),-7.327844850000001,112.67757640000002,Balai RW 2 Sumur Welut,government,government,3,,,,,,,,,community_group_office
POINT (112.66788708898775 -7.326980372709981),-7.326980372709981,112.66788708898775,Balai RW 01 Sumur Welut,government,government,3,,,,,,,,,community_group_office
POINT (112.71112533234013 -7.24055696608287),-7.24055696608287,112.71112533234013,Masjid Darul Anwar,place_of_worship,community,4,,,,,,,,,mosque
POINT (112.69514762408096 -7.314306561060723),-7.314306561060723,112.69514762408096,Kantor Kecamatan Wiyung,government,government,3,,,,,,,,,
POINT (112.68913378442251 -7.31296959540042),-7.31296959540042,112.68913378442251,Balai Besar Wilayah Sungai Brantas,government,government,3,,,,,,,,,
POINT (112.69370026971764 -7.312801330823249),-7.312801330823249,112.69370026971764,TK - MI - SD Bahrul Ulum,school,education,2,,,,,,,,,school
POINT (112.69625080074633 -7.314147282818981),-7.314147282818981,112.69625080074633,Polsek Wiyung,police,emergency,1,,,,,,,,,
POINT (112.69409187691247 -7.314167792948848),-7.314167792948848,112.69409187691247,Pasar Wiyung,marketplace,community,4,,,,,,,,,
POINT (112.69723125577356 -7.314076774614843),-7.314076774614843,112.69723125577356,Kantor Kelurahan Wiyung,government,government,3,,,,,,,,,
POINT (112.69465966960841 -7.314394866215608),-7.314394866215608,112.69465966960841,SD Negeri Wiyung I,school,education,2,,,,,,,,,
POINT (112.68716331232824 -7.319414073917804),-7.319414073917804,112.68716331232824,SMP Negeri 34 Surabaya,school,education,2,,,,,,,,,
POINT (112.69170184957956 -7.313098067120494),-7.313098067120494,112.69170184957956,Rumah Sakit Wijaya,hospital,healthcare,1,,,,,,,,,hospital
POINT (112.69061946235071 -7.280394957276386),-7.280394957276386,112.69061946235071,PG TK SD SMP Khadijah 2,school,education,2,,,,,,,,,school
POINT (112.69048304777978 -7.280283833183119),-7.280283833183119,112.69048304777978,Masjid Ar Rohmah,place_of_worship,community,4,,,,,,,,,mosque
POINT (112.71747697202731 -7.280079896887374),-7.280079896887374,112.71747697202731,SD Negeri Putat Jaya I/377 & Putat Jaya V/381,school,education,2,,,,,,,,,
POINT (112.72547382516089 -7.278924117700413),-7.278924117700413,112.72547382516089,TK-SD Tunas Bakti 6,school,education,2,,,,,,,,,school
POINT (112.72014062853218 -7.2802603368850605),-7.2802603368850605,112.72014062853218,Kantor Pos Putat Jaya,post_office,government,3,,,,,,,,,post_office
POINT (112.72120575000001 -7.277703399999999),-7.277703399999999,112.72120575000001,TK Kurnia Jaya II,kindergarten,education,2,,,,,,,,,kindergarten
POINT (112.722169291954 -7.278591468358277),-7.278591468358277,112.722169291954,Pasar Kupang Gunung,marketplace,community,4,,,,,,,,,marketplace
POINT (112.72377737190163 -7.28102419064587),-7.28102419064587,112.72377737190163,Masjid Hidayatul Muhtadin,place_of_worship,community,4,,,,,,,,,mosque
POINT (112.71744200467387 -7.280287676081439),-7.280287676081439,112.71744200467387,Kantor Kelurahan Putat Jaya,government,government,3,,,,,,,,,
POINT (112.6881167896314 -7.283329252222683),-7.283329252222683,112.6881167896314,Kantor Kelurahan Pradah Kali Kendal,government,government,3,,,,,,,,,village_office
POINT (112.68774846824897 -7.28342603814924),-7.28342603814924,112.68774846824897,SD Negeri Pradah Kali Kendal 1,school,education,2,,,,,,,,,school
POINT (112.71646397689322 -7.239668821977517),-7.239668821977517,112.71646397689322,TK Bina Putera,kindergarten,education,2,,,,,,,,,kindergarten
POINT (112.71661295000001 -7.239368999999997),-7.239368999999997,112.71661295000001,SD Negeri Dupak I,school,education,2,,,,,,,,,school
POINT (112.71681585677347 -7.2394564387979),-7.2394564387979,112.71681585677347,SD Negeri Dupak V,school,education,2,,,,,,,,,school
POINT (112.70125335 -7.332731849999999),-7.332731849999999,112.70125335,Klinik PHC Kebraon,clinic,healthcare,1,,,,,,,,,clinic
POINT (112.69774802112917 -7.328350358461623),-7.328350358461623,112.69774802112917,Masjid Madina Luhur,place_of_worship,community,4,,,,,,,,,mosque
POINT (112.69570614917457 -7.327166524122752),-7.327166524122752,112.69570614917457,SMP Katolis Angelus Custos II Surabaya,school,education,2,,,,,,,,,
POINT (112.72879462377865 -7.328825429882525),-7.328825429882525,112.72879462377865,Dinas PU Pengairan,government,government,3,,,,,,Mo-Th 07:00-15:30; Fr 06:30-14:30,,,government_office
POINT (112.72975294999999 -7.326784550000002),-7.326784550000002,112.72975294999999,TK Siswa Budi II,kindergarten,education,2,,,,,,,,,kindergarten
